title,genre
Tidal Wave (2009),Drama
Imprint (2006),Horror
Hitler: The Rise of Evil (2003),Drama
Sailor Moon Super S: The Movie (1995),Action Animation Comedy
'Twas the Night (2001),Children
Cuerdas (2013),Animation
"Glass Menagerie, The (1973)",Drama
Snow and Ashes (2010),Drama Thriller War
Spiritual Kung Fu (Quan jing) (1978),Action
Boychoir (2014),Drama
Five Cartridges (1960),Drama War
Wild Animals (Yasaeng dongmul bohoguyeog) (1997),Crime Drama
The Beach Bum (2019),Comedy
Min and Bill (1930),Comedy Drama
The Godmother (2011),Comedy
Rita's Last Fairy Tale (2012),(no genres listed)
Hunk (1987),Comedy
Young Girls of Wilko (1979),Drama Romance
Strays (1997),Drama
Traces of Red (1992),Mystery Thriller
Descendants (2015),Action Adventure Comedy
Wild River (1960),Drama Romance
UMMAH - Unter Freunden (2013),Comedy
Before We Vanish (2017),Drama Sci-Fi
Little Boy Blue (1997),Drama
"Cell 2, The (2009)",Horror Sci-Fi Thriller
Tramps (2016),Comedy Romance
Cold Weather (2010),Drama
Tell Me Your Name,Horror Thriller
The Butter Battle Book (1989),Animation Children
Heroine,(no genres listed)
Inhale (2010),Drama Thriller
A Cold Night's Death (1973),Horror Sci-Fi Thriller
Cisco Pike (1972),Drama
Grand Theft Parsons (2003),Comedy Drama
"Groove Tube, The (1974)",Comedy
633 Squadron (1964),Drama War
His Last Vow,(no genres listed)
The Butterfly Circus (2009),Drama
Generation War (2013),Drama War
"Callejón de los milagros, El (1995)",Drama
"Plainsman, The (1937)",War Western
The Storm Riders (1998),Action Adventure Fantasy
Drei Männer im Schnee (1955),(no genres listed)
November (2017),Drama Fantasy Romance
Merlin's Shop of Mystical Wonders (1996),Fantasy Horror
Felony (2013),Thriller
"Hole in My Heart, A (Hål i mitt hjärta, Ett) (2004)",Drama
Wild in the Streets (1968),Drama Horror Sci-Fi
The Reconstruction of William Zero (2015),Drama Sci-Fi Thriller
Super 8½ (1994),(no genres listed)
Mechanics of the Brain (1926),Documentary
Uncertainty (2009),Action Crime Drama Fantasy Romance
We Can't Live Without Cosmos (2014),Animation Drama
Stick Man (2016),Animation Children
Daphne (2017),Comedy Drama
Hui Buh: The Castle Ghost (2006),Adventure Comedy Fantasy
Rolling to You (2018),Comedy Romance
The Harmony Game (2011),Documentary
El Ministro y Yo (1977),(no genres listed)
7 Boxes (2012),Thriller
Seed (2006),Horror
Jack's Back (1988) ,Crime Horror Mystery Thriller
"Fear, Inc. (2016)",Comedy Horror
High Flying Bird (2019),Drama
Pearls and Pigs (Helmiä ja sikoja) (2003),Comedy
Firehouse Dog (2007),Action Comedy
Come Sunday (2018),Drama
And the Pursuit of Happiness (La poursuite du bonheur) (1986),Documentary
Life of Crime (2013),Comedy Crime
"Exercice de l'État, L' (2011)",Drama
Foxtrot (2017),Drama
1981 (2009),Comedy Drama Romance
Attention danger travail (2003),Documentary
"Crawling Eye, The (a.k.a. Trollenberg Terror, The) (1958)",Horror Sci-Fi
Sleepwalker (2017),Thriller
The Sensei (2008),Action Drama
Pretty Poison (1968),Comedy Crime Romance Thriller
Marriage Story (2019),Comedy Drama
Kaiji: The Ultimate Gambler (2009),Drama Thriller
Judge Priest (1934),Comedy Drama Romance
Dominick and Eugene (1988),Drama
Hellbound (1994),Action Horror Thriller
Scent of a Woman (Profumo di donna) (1974),Comedy Drama
"South, The (Sur, El) (1983)",Drama Romance
Nine Guests for a Crime (1977),Mystery Thriller
Mike Birbiglia: My Girlfriend's Boyfriend (2013),Comedy
Gravity (Schwerkraft) (2009),Crime Drama Romance
"Angélique, marquise des anges (1964)",Adventure Romance
"Penalty, The (1920)",Crime Drama Horror
Knock Down the House (2019),Documentary
Die Gänsemagd (2009),Children Fantasy
You Ought to Be in Pictures (1940),Animation Children Comedy
Transmorphers (2007),Action Adventure Sci-Fi
alaska.de (2000),Drama
Glorious 39 (2009),Drama Romance Thriller War
If I Were a Rich Man (2002),Comedy
Perfect Bid: The Contestant Who Knew Too Much (2017),Documentary
Elsk meg i morgen (2005),Comedy
Executive Target (1997),Action Adventure Crime Thriller
"Witches, The (aka Devil's Own, The) (1966)",Horror
Les disparus de Saint-Agil (1938),Drama Mystery
Through Naked Eyes (1983),(no genres listed)
To Kill a Priest (1988),Drama
"Brøken, The (a.k.a. Broken, The) (2008)",Drama Horror Thriller
The Motive (2017),Drama Thriller
36 Hours (1965),Thriller War
Voyeur (Abel) (1986),Comedy
Bedevilled (Kim Bok-nam salinsageonui jeonmal) (2010),Crime Drama Horror
"Letter, The (La lettre) (1999)",Drama
"Trap: What Happened to Our Dream of Freedom, The (2007)",Documentary
Rude Boy (1980),Documentary Drama
Simon's Cat (2012),(no genres listed)
The Graffiti Artist (2006),(no genres listed)
Solstice (2008),Drama Horror Thriller
The Dot and the Line : A Romance in Lower Mathematics (1965),Animation Children Comedy
"Flying Saucer, The (1950)",Sci-Fi
Valhalla (1986),Adventure Animation Children Fantasy
Bombay (1995),Drama Romance
Emperor Tomato Ketchup (1971),Drama
Phileine Says Sorry (2003),Comedy Drama Romance
The Hunting Ground (2015),Documentary
Handia (2017),Drama
Zero Patience (1993),Drama Fantasy Sci-Fi
Flowers in the Attic (2014),Drama Mystery Thriller
Meet the Mormons (2014),Documentary
Non-Transferable (2017),Comedy Romance
Blue Gate Crossing (Lan se da men) (2002),Drama Romance
At War with the Army (1950),Comedy Musical Romance
"Ilsa, the Wicked Warden (1977)",Drama Horror
Tension (1949),Crime Drama Film-Noir Romance
The Sense of an Ending (2017),Drama
Saturday Night Live: The Best of Will Ferrell (2002),Comedy
"Pope's Toilet, The (El bano del Papa) (1998)",Drama
Three Blind Mouseketeers (1936),Animation Children
Opera Jawa (2006),Musical
Contracted: Phase II (2015),Drama Horror Thriller
Bugs Bunny's Looney Christmas Tales (1979),Animation Children
Scorpio (1973),Action Drama Thriller
Quelle strane occasioni (1976),(no genres listed)
Government Girl (1943),Comedy
Bungee Jumping of Their Own (Beonjijeompeureul hada) (2001),Drama Romance
The Kitchen (2019),Crime Drama
Tonight and Every Night (1945),Musical
The Final Member (2012),Documentary
Kill Buljo: The Movie (2007),Action Comedy
Le viager (1972),Thriller
Kinjite: Forbidden Subjects (1989),Crime Thriller
Starlet (2012),Drama
One More Time With Feeling (2016),(no genres listed)
Core of the World (2018),Drama
Southside With You (2016),Drama Romance
The Short & Curlies (1987),Comedy
No One Knows About Persian Cats (Kasi az gorbehaye irani khabar nadareh) (2009),Drama
Dior and I (2014),Documentary
Dogs (2016),Drama
Ruined Heart: Another Love Story Between A Criminal & A Whore (2014),Action Adventure Drama
To Fetch a Bike (1968),(no genres listed)
Fausto 5.0 (2001),Horror
After Office Hours (1935),Comedy Crime Drama
O Bandido da Luz Vermelha (1968),(no genres listed)
In the Beginning (À l'Origine) (2009),Drama
Everybody Wants to Be Italian (2007),Comedy Romance
Detective Conan: Crimson Love Letter (2017),Action Adventure Animation Children Crime Mystery
All Things Fall Apart (2011),Drama
Louis Theroux's African Hunting Holiday (2008),(no genres listed)
Welfare (1975),Documentary
Beethoven's Big Break (2008),Children Comedy
Krabat (2008),Drama Fantasy
The Astronomer's Dream (1898),Fantasy
Days of 36 (1972),Drama
Scavenger Hunt (1979),Comedy
"Ace of Hearts, The (1921)",Crime Drama Romance
All Roads Lead to Rome (2016),Comedy
Daughter of the Nile (1987),Drama
Adoration (2008),Drama
Trash (2011),Drama
"Preacher, The (De dominee) (2004)",Crime Drama
Star Leaf (2015),Horror
All the Reasons to Forget (2018),Comedy Drama
I (2015),Action Fantasy Romance Thriller
AVH: Alien vs. Hunter (2007),Action Horror Sci-Fi
King Neptune (1932),Animation
Fucking Berlin (2016),Drama Romance
The Winslow Boy (1948),Children Crime Drama
O Amor das Três Romãs (1979),Drama
Hydrozagadka (1971),(no genres listed)
Alma (2009),Animation Fantasy Mystery
Drive Thru (2007),Comedy Horror
Jimmy Carr: Telling Jokes (2009),Comedy
Every Other Weekend (Un week-end sur deux) (1990),Drama
LOL (Laughing Out Loud) (2008),Comedy
Comment tuer sa mère (2018),Comedy
Solitary Fragments (2007),Drama
Living Among Us (2018),Fantasy Horror Sci-Fi Thriller
The Taming of the Scoundrel (1980),Comedy
Venom and Eternity (1951),(no genres listed)
Tyler Perry's Meet the Browns (2008),Comedy Drama Romance
Operation Homecoming: Writing the Wartime Experience (2007),Documentary
Black Lightning (Chernaya Molniya) (2009),Action Adventure Sci-Fi
Sahara (1983),Adventure Drama Romance
La locandiera (1980),(no genres listed)
Lonelyhearts (1958),Drama Film-Noir
The Russian Woodpecker (2015),Documentary
Paradise 89 (2018),Drama
As Melhores Coisas do Mundo (2010),Comedy
Tomorrow Was the War (1987),Children Drama War
Bright Night (2015),Mystery
To the Sea (Alamar) (2009),Drama
The Day I Saw Your Heart (2011),Comedy Drama
Tintin and the Lake of Sharks (1972),Adventure Animation Children Mystery
Vampire Effect (The Twins Effect) (Chin gei bin) (2003),Action Comedy Fantasy Horror
Observance (2015),Horror Mystery Thriller
Cheerleader Camp (1987),Comedy Horror Mystery
Coming Home (Gui lai) (2014),Drama
Women Robbers (Diebinnen) (1995),Drama
This Land Is Mine (1943),Drama War
Aladin (2009),Comedy Fantasy Musical Romance
Cops and Robbers (1973),Comedy Crime
First Descent (2005),Documentary
Marathon: The Patriots Day Bombing (2016),Documentary
Beside Still Waters (2013),(no genres listed)
Monologue (1972),Drama
Lullaby (2014),Drama
High Roller: The Stu Ungar Story (2003),Drama
David Lynch: The Art Life (2017),Documentary
School in the Crosshairs (1981),Fantasy Sci-Fi
Üvegtigris (2001),Comedy
The Creators of the Shopping Worlds (2001),(no genres listed)
Salomé (2013),(no genres listed)
An Optical Poem (1937),(no genres listed)
Gidget Goes Hawaiian (1961),Comedy Romance
Bad Hair (2013),Drama
New Year's Evil (1980),Horror
Evil Remains (Trespassing) (2004),Horror Thriller
Alice in Wonderland (1966),Children Fantasy Sci-Fi
Stromberg - Der Film (2014),Comedy
Khoobsurat (2014),Comedy Romance
"Amor brujo, El (Love Bewitched, A) (1986)",Drama Musical
Billa (2007),Action Romance Thriller
Ange et Gabrielle (2015),Comedy Romance
Me and My Sister (2004),Comedy Drama
Appropriate Adult (2011),Drama
Dinosaur Island (1994),Adventure Comedy Fantasy
The Imperceptable Transmutations (1904),(no genres listed)
Coin Heist (2017),Crime Drama
A Quiet Place in the Country (1968),Drama Horror
Lauri Mäntyvaaran tuuheet ripset,(no genres listed)
The Wicked One (2017),Horror Thriller
Dynamite Warrior (2006),Action Thriller
"Gospel, The (2005)",Drama
Disaster! (2006),Action Animation Comedy Sci-Fi
Greed in the Sun (1964),Action Adventure Comedy
Khiladi 786 (2012),Action Comedy
When We Leave (Die Fremde) (2010),Drama
Cleo (2019),Comedy
96 (2018),Action Romance
Bound to Vengeance (2015),Horror Thriller
Absolution (1978),Drama Mystery Thriller
The Outsider (1981),Drama
Patients (2017),Comedy Drama
Terror at the Mall (2014),Documentary
Wednesday 04:45 (2015),Crime Drama Thriller
"My Teacher, My Obsession (2018)",Drama Thriller
"Slave of Love, A (Raba lyubvi) (1976)",Drama Romance
Test (2014),Drama
Red Heat (1985),Thriller
Blood River (2009),Horror Thriller Western
Three Steps Above Heaven (2010),Drama Romance
The Legend of Johnny Lingo (2003),Action Adventure Children
"Music Room, The (Jalsaghar) (1958)",Drama
Knock on Any Door (1949),Crime Drama Film-Noir
This Property is Condemned (1966),Drama Romance
Moontide (1942),Drama Film-Noir
Tanner '88 (1988),(no genres listed)
Give My Regards to Broad Street (1984),Drama Musical
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (1988)",Adventure Children Fantasy
"Tiger of Eschnapur, The (Tiger von Eschnapur, Der) (1959)",Adventure Romance
"Hatchet for the Honeymoon (Rosso segno della follia, Il) (1970)",Fantasy Horror Thriller
Traffic Crossing Leeds Bridge (1888),Documentary
Lucky 7 (2003),Comedy Romance
The Avenging Angel (1995),Western
Girl with Green Eyes (1964),Drama Romance
Calamari Union (1985),Comedy
A Single Rider (2017),Drama Mystery
October Baby (2011),Drama
Girl Rising (2013),Documentary
"Snows of Kilimanjaro, The (Neiges du Kilimandjaro, Les) (2011)",Drama
Time for Loving (1983),Comedy Romance
Dus Kahaniyaan (2007),Drama
Flaming Star (1960),Western
Second Sight (1989),Comedy
Cesar & Rosalie (César et Rosalie) (1972),Comedy Drama Romance
"Clonus Horror, The (1979)",Horror Sci-Fi
She-Wolf of London (1946),Action Drama Horror Mystery
The Comedians of Comedy: Live at The Troubadour (2007),Comedy Documentary
Benji (2012) ,Documentary
Texasville (1990),Drama
Reflections in a Golden Eye (1967),Drama
"Presence, The (2010)",Drama Horror Thriller
Free Samples (2012),Comedy Drama
100 Men and a Girl (One Hundred Men and a Girl) (1937),Comedy
Sitting Pretty (1948),Comedy
"No Pay, Nudity (2016)",Comedy Drama
Get Lucky (2013),Action
Young Detective Dee: Rise of the Sea Dragon (Di Renjie: Shen du long wang) (2013),Action Adventure Drama Fantasy Mystery IMAX
Let the Women Wait! (1998),Comedy
The Stoker (2010),Crime Drama
Ricky Gervais: Out of England 2 - The Stand-Up Special (2010),Comedy
Futurama: The Lost Adventure (2008),Animation Comedy
Ritual in Transfigured Time (1946),Mystery
Next Stop Paradise (1998),(no genres listed)
The Farewell Party (2014),Drama
Magic Magic (2013),Thriller
Pitfall (1948),Film-Noir
First Response (2015),Action Drama Thriller
Zandy's Bride (1974),Western
The Snow Woman (1968),Fantasy Horror
Rudo y Cursi (Rough and Vulgar) (2008),Comedy Drama
"Tom, Dick and Harry (1941)",Comedy Fantasy Romance
"Culture High, The (2014)",Documentary
Bimboland (1998),Comedy Romance
Hello Herman (2012),Drama
Solomon and Sheba (1959),Drama Romance War
The Gathering Storm (2002),Drama
Declaration of War (La Guerre est Déclarée) (2011),Drama
Rock 'n' Roll Nightmare (1987),Fantasy Horror
One Last Thing... (2005),Comedy Crime Drama
Hangover Square (1945),Crime Drama Horror Thriller
"Mary Poppins, Goodbye (1983)",Children Fantasy
Annamalai (1992),Drama Romance
And God Created Woman (1988),Comedy Drama Romance
His Regeneration (1915),Western
Double Down (2005),Action Drama
Naked Harbour (Vuosaari) (2012),Drama
Cat City (1986),Animation Children
Under the Boardwalk: The Monopoly Story (2010),Documentary
The Violin Player (2018),Drama Romance
Favor (2013),Thriller
George Washington Slept Here (1942),Comedy
Theo Von: No Offense (2016),Comedy
BlinkyTM (2011),Horror Sci-Fi
Princess Aurora (Orora gongju) (2005),Crime Drama Mystery
Aftermath (2017),Drama Thriller
Private Parts (1972),Horror Thriller
Conversations with My Gardener (Dialogue avec mon jardinier) (2007),Comedy Drama
Angels Hard as They Come (1971),Action
Doll Graveyard (2005),Horror
Gintama 2 (2018),Comedy
Cyborg 2087 (1966),Drama Sci-Fi
Threshold (1981),Drama Sci-Fi
Designing Woman (1957),Comedy
Omen IV: The Awakening (1991),Horror Mystery Thriller
Mafia (1968),Crime Drama
Human Flow (2017),Documentary
Noose (1948),Crime Drama
State Fair (1962),(no genres listed)
Duplicate (1998),Comedy Crime Musical
Vexille (Bekushiru: 2077 Nihon sakoku) (2007),Action Animation Sci-Fi
Deal of the Century (1983),Comedy
Microbe et Gasoil (2015),Comedy
RR (2007),(no genres listed)
"American Affair, An (2009)",Drama
Dimples (1936),Musical
Water (1985),Adventure Comedy Drama
For Queen and Country (1988),Drama
Believer (2018),Documentary
Pornocracy: The New Sex Multinationals (2017),Documentary
Ma (2019),Horror Thriller
Las Poquianchis (1976),Crime Drama
3 Bad Men (1926),Western
You and Me (1938),Crime Romance
The Day Shall Come (2019),Comedy
Gett: The Trial of Viviane Amsalem (2014),Drama
"Dark Corner, The (1946)",Crime Drama Film-Noir
Bambule (1969),Drama
I Want You (2012),Drama Romance
Thunder Soul (2010),Documentary
Tales That Witness Madness (1973),Comedy Horror Mystery Sci-Fi
"Born Losers, The (1967)",Action Drama Thriller
Reach Me (2014),Drama
Ivans xtc. (2000),Drama
"Snake of June, A (Rokugatsu no hebi) (2002)",Drama Mystery
"Secret, The (2007)",Drama Romance
"Frightened City, The (1961)",Crime Drama Film-Noir
Friday (Pyatnitsa) (2016),Comedy
The Night Eats the World (2018),Fantasy Horror
Helter Skelter (2012),Drama Fantasy Horror
Lupin the Third vs. Detective Conan: The Movie (2013),Action Animation Crime Mystery
A Few Cubic Meters of Love (2014),(no genres listed)
The Rabbi's Cat (Le chat du rabbin) (2011),Adventure Animation
UglyDolls (2019),Adventure Animation Children Comedy Fantasy
Under the Sun (2016),Documentary
Dames (1934),Comedy Musical
Big Bang Big Boom (2010),Animation
Living Proof (2008),Drama
Super 8 Stories (2001),Documentary
Petals on the Wind (2014),Drama Romance Thriller
This Special Friendship (Les amitiés particulières) (1964),Drama
The Confines (2016),Horror Mystery Thriller
Karbala (2015),Drama War
"Blood Beast Terror, The (1968)",Crime Horror Mystery
The Midnight Hour (1985),Comedy Horror Romance
Codebreaker (2011),Documentary Drama
The Blue Veil (1951),Drama
Unicorn City (2012),Comedy Romance
Psychic Wars (1991),Animation
"Nugget, The (2002)",Comedy
Duelle (une quarantaine) (1976),Drama Fantasy Mystery
Charlie's Country (2013),Drama
VeggieTales: The Ultimate Silly Song Countdown (2001),Animation Children
Shock Value (2014),(no genres listed)
Desert Saints (2002),Action Thriller
My Father Die (2016),Action Drama
American Gun (2005),Drama
Radar Secret Service (1950),Action Adventure Crime Drama Romance
Don Quixote (1933),Adventure Comedy Drama
Liberty (1929),Comedy
Cure: The Life of Another (2014),Mystery Thriller War
All Inclusive ili Vsyo Vklyucheno (2011),Comedy Romance
President (2006),Thriller
Zoo (2018),Children War
Slugs (1988),Horror Sci-Fi
Gabrielle (1954),Drama
Airwolf: The Movie (1984),Action Adventure Sci-Fi Thriller
"Loved One, The (1965)",Comedy
Chameleon Street (1989),Comedy
Small Town Killers (2017),Comedy Crime
